Date,Close,Open,Prev Close,Volume
19-Jan-07,60.97,61.33,60.99,820872
22-Jan-07,61.19,60.97,60.97,585536
23-Jan-07,59.55,60.35,61.19,458945
24-Jan-07,58.88,59.33,59.55,385994
25-Jan-07,59.81,58.33,58.88,601997
29-Jan-07,60.52,59.58,59.81,568029
31-Jan-07,60.07,60.83,60.52,320018
01-Feb-07,59.66,59.17,60.07,201710
02-Feb-07,58.74,59.98,59.66,537138
05-Feb-07,59.78,58.5,58.74,275097
06-Feb-07,59.18,59.83,59.78,310742
07-Feb-07,57.63,59.15,59.18,333134
08-Feb-07,58.27,58.17,57.63,368388
09-Feb-07,57.37,57.83,58.27,191721
12-Feb-07,55.31,56.84,57.37,192975
13-Feb-07,54.78,53.36,55.31,284488
14-Feb-07,54.07,53.42,54.78,158947
15-Feb-07,54.64,54.17,54.07,889388
19-Feb-07,55.92,54.17,54.64,220101
20-Feb-07,55.31,56.5,55.92,450857
21-Feb-07,56,55.04,55.31,322807
22-Feb-07,54.84,56,56,386416
23-Feb-07,52.88,58.33,54.84,336252
26-Feb-07,52.58,53.67,52.88,261712
27-Feb-07,51.55,52.83,52.58,470145
28-Feb-07,51.88,50.17,51.55,847148
01-Mar-07,51.65,52.47,51.88,409448
02-Mar-07,50.01,50.62,51.65,232399
05-Mar-07,48.18,48.83,50.01,485673
06-Mar-07,50.55,49.17,48.18,1453774
07-Mar-07,50.01,51.17,50.55,1304637
08-Mar-07,49.99,49.67,50.01,1077672
09-Mar-07,49.47,50.4,49.99,176627
12-Mar-07,50.63,50.17,49.47,611146
13-Mar-07,50.62,51.17,50.63,153318
14-Mar-07,49.24,50.5,50.62,336437
15-Mar-07,49.21,49.83,49.24,228157
16-Mar-07,50.21,49.5,49.21,616590
19-Mar-07,51.21,50.67,50.21,563575
20-Mar-07,53.21,51.21,51.21,565252
21-Mar-07,52,52.6,53.21,204864
22-Mar-07,52.31,52,52,170979
23-Mar-07,51.27,51.5,52.31,396685
26-Mar-07,51.1,50.92,51.27,291456
28-Mar-07,49.96,49.06,51.1,239437
29-Mar-07,52.11,49.83,49.96,434434
30-Mar-07,50.46,53.38,52.11,466220
02-Apr-07,48.82,50.42,50.46,214993
03-Apr-07,49.53,49.17,48.82,116375
04-Apr-07,49.96,50,49.53,161653
05-Apr-07,50.55,49.83,49.96,210715
09-Apr-07,52.09,50.33,50.55,345275
10-Apr-07,54.89,53.2,52.09,492847
11-Apr-07,53.18,54.89,54.89,170645
12-Apr-07,52.26,53.33,53.18,188632
13-Apr-07,52.63,51.67,52.26,171011
16-Apr-07,53.7,52.54,52.63,561342
17-Apr-07,55.51,53.79,53.7,466658
18-Apr-07,53.43,55.33,55.51,370499
19-Apr-07,53.13,53.34,53.43,359281
20-Apr-07,53.92,53.17,53.13,211116
23-Apr-07,53.73,54,53.92,239124
24-Apr-07,53.88,53.33,53.73,129367
25-Apr-07,54.77,53.83,53.88,169594
26-Apr-07,56.58,55.5,54.77,547954
27-Apr-07,56.49,56.83,56.58,390141
30-Apr-07,55.54,55.83,56.49,370242
03-May-07,57.76,55.83,55.54,783705
04-May-07,55.83,57.83,57.76,491976
07-May-07,58.28,56.5,55.83,585240
08-May-07,57.16,58.33,58.28,220014
09-May-07,58.43,57.18,57.16,394960
10-May-07,59.18,58.33,58.43,426701
11-May-07,59.62,59.17,59.18,285057
14-May-07,60.94,60,59.62,394872
15-May-07,62.45,60.83,60.94,479016
16-May-07,61.33,62.67,62.45,857213
17-May-07,63.24,61.71,61.33,497185
18-May-07,62.6,63.33,63.24,240198
21-May-07,65.58,62.67,62.6,918059
22-May-07,65,65.17,65.58,381160
23-May-07,64.08,65,65,1008148
24-May-07,61.84,64,64.08,323473
25-May-07,60.8,61.67,61.84,927701
28-May-07,60.48,61.62,60.8,402847
29-May-07,59.59,60.35,60.48,285393
30-May-07,58.85,60,59.59,360461
31-May-07,60.2,59.17,58.85,781438
01-Jun-07,60.16,60.33,60.2,322015
04-Jun-07,59.27,59.17,60.16,623991
05-Jun-07,58.32,59.27,59.27,657150
06-Jun-07,56.83,57.61,58.32,750446
07-Jun-07,57.34,55.28,56.83,510251
08-Jun-07,55.21,57.33,57.34,719885
11-Jun-07,56.38,55.5,55.21,653795
12-Jun-07,57.73,56.66,56.38,441189
13-Jun-07,55.75,57.2,57.73,127297
14-Jun-07,55.8,56.98,55.75,272279
15-Jun-07,55.77,55.85,55.8,207619
18-Jun-07,55.67,55,55.77,185922
19-Jun-07,55.36,55.49,55.67,304792
20-Jun-07,55.5,55.98,55.36,257989
21-Jun-07,57.9,56.24,55.5,431535
22-Jun-07,58.68,61.67,57.9,306766
25-Jun-07,57.19,58.83,58.68,139314
26-Jun-07,55.96,57.33,57.19,244000
27-Jun-07,54.92,56.83,55.96,430683
28-Jun-07,56.13,55.82,54.92,320777
29-Jun-07,56.74,55.84,56.13,308581
02-Jul-07,57.18,56.83,56.74,329415
03-Jul-07,56.65,56.57,57.18,357570
04-Jul-07,56.68,55.44,56.65,374759
05-Jul-07,56.67,56.52,56.68,330310
06-Jul-07,56.23,56.75,56.67,383918
09-Jul-07,56.31,55.83,56.23,230187
10-Jul-07,56.23,56.33,56.31,260291
11-Jul-07,55.93,56,56.23,292916
12-Jul-07,55.41,56.33,55.93,284601
13-Jul-07,56.3,55.54,55.41,240735
16-Jul-07,55.58,56.65,56.3,297743
17-Jul-07,55.44,55.42,55.58,212100
18-Jul-07,55.18,55.5,55.44,116573
19-Jul-07,55.38,55.5,55.18,129962
20-Jul-07,54.15,55.17,55.38,795916
23-Jul-07,52.93,53.5,54.15,461748
24-Jul-07,51.71,53.12,52.93,712898
25-Jul-07,52.41,51.67,51.71,192638
26-Jul-07,52.91,52.67,52.41,383701
27-Jul-07,51.82,51.76,52.91,351360
30-Jul-07,50.78,52.67,51.82,443014
31-Jul-07,53.55,50.83,50.78,498336
01-Aug-07,51.3,53.33,53.55,248195
02-Aug-07,51.03,50.93,51.3,297913
03-Aug-07,51.34,51.17,51.03,317005
06-Aug-07,51.89,51,51.34,191352
07-Aug-07,52.77,52.5,51.89,283249
08-Aug-07,53.95,52.18,52.77,225767
09-Aug-07,53.05,54.17,53.95,307162
10-Aug-07,52.53,52,53.05,212116
13-Aug-07,53.32,53.17,52.53,128476
14-Aug-07,54.14,53.33,53.32,349028
16-Aug-07,52.68,54.14,54.14,138661
17-Aug-07,51.25,53.17,52.68,277141
20-Aug-07,51.73,52,51.25,331052
21-Aug-07,50.18,52.33,51.73,126868
22-Aug-07,50.12,51.33,50.18,243331
23-Aug-07,49.98,51.25,50.12,353049
24-Aug-07,50.04,50,49.98,415085
27-Aug-07,50.13,50.67,50.04,346788
28-Aug-07,50.18,50.04,50.13,242634
29-Aug-07,51.77,50,50.18,642061
30-Aug-07,52.1,52.45,51.77,898829
31-Aug-07,51.88,52.33,52.1,198488
03-Sep-07,51.75,51.68,51.88,294884
04-Sep-07,51.02,50.63,51.75,408300
05-Sep-07,51.01,50.5,51.02,456513
06-Sep-07,51,50.83,51.01,281081
07-Sep-07,50.73,50.67,51,98539
10-Sep-07,52.53,50.33,50.73,227243
11-Sep-07,53.45,52.5,52.53,650169
12-Sep-07,51.68,52.53,53.45,242917
13-Sep-07,51.81,51.67,51.68,222523
14-Sep-07,51.03,52.33,51.81,255333
17-Sep-07,50.98,50.83,51.03,58392
18-Sep-07,51.82,50.67,50.98,500610
19-Sep-07,51.78,51.02,51.82,214064
20-Sep-07,53.69,51,51.78,304483
21-Sep-07,53.7,53.67,53.69,285048
24-Sep-07,54.33,53.73,53.7,392106
25-Sep-07,58.25,55.5,54.33,3576104
26-Sep-07,60.88,58.12,58.25,1098953
27-Sep-07,60.55,60.88,60.88,701482
28-Sep-07,59.57,60.67,60.55,558050
01-Oct-07,62.9,60.17,59.57,639914
03-Oct-07,63.33,62.83,62.9,736113
04-Oct-07,62.51,63.33,63.33,359223
05-Oct-07,63.08,60.28,62.51,367823
08-Oct-07,62.35,62.83,63.08,321803
09-Oct-07,63.08,58.61,62.35,268023
10-Oct-07,62.01,62.83,63.08,442342
11-Oct-07,62.68,62.5,62.01,414040
12-Oct-07,62.81,63.33,62.68,371993
15-Oct-07,60.03,63.17,62.81,927637
16-Oct-07,58.53,59.83,60.03,343954
17-Oct-07,59.12,56.67,58.53,224472
18-Oct-07,58.31,58,59.12,113873
19-Oct-07,53.89,57.67,58.31,594995
22-Oct-07,56.98,53.17,53.89,299364
23-Oct-07,58.66,58.3,56.98,168611
24-Oct-07,57.44,59.77,58.66,95855
25-Oct-07,59.96,57.52,57.44,545080
26-Oct-07,60.19,59.32,59.96,203717
29-Oct-07,57.88,60.62,60.19,558755
30-Oct-07,56.62,58.33,57.88,392327
31-Oct-07,57.2,57.17,56.62,172379
01-Nov-07,57.1,57.93,57.2,300747
02-Nov-07,57.18,56.96,57.1,318447
05-Nov-07,57.62,57.67,57.18,575826
06-Nov-07,57.31,58,57.62,419501
07-Nov-07,58.04,57.5,57.31,1308602
08-Nov-07,58.06,56.68,58.04,370685
09-Nov-07,59.13,58.75,58.06,127844
12-Nov-07,58.55,59.33,59.13,536005
13-Nov-07,60.3,58.3,58.55,695920
14-Nov-07,60.31,60.67,60.3,631669
15-Nov-07,71.06,60,60.31,2660691
16-Nov-07,72.37,71.67,71.06,3583140
19-Nov-07,69.38,73,72.37,1001937
20-Nov-07,65.99,63.48,69.38,1823848
21-Nov-07,63.38,64.2,65.99,1318297
22-Nov-07,65.87,63.33,63.38,563890
23-Nov-07,65.98,66.5,65.87,554559
26-Nov-07,65.69,66.67,65.98,389470
27-Nov-07,67.82,65.68,65.69,274380
28-Nov-07,64.08,68.33,67.82,1528461
29-Nov-07,63.72,66.33,64.08,870210
30-Nov-07,64.39,63.33,63.72,664064
03-Dec-07,67.14,65.65,64.39,451626
04-Dec-07,69.9,66.67,67.14,1049621
05-Dec-07,71.58,70.33,69.9,1683044
06-Dec-07,70.63,72.82,71.58,675687
07-Dec-07,70.2,70.63,70.63,829050
10-Dec-07,71.11,71.33,70.2,369252
11-Dec-07,73.22,71.83,71.11,1054877
12-Dec-07,73.34,73.17,73.22,1026509
13-Dec-07,71.38,73.5,73.34,1116690
14-Dec-07,69.81,72.33,71.38,717473
17-Dec-07,66.4,70.01,69.81,913047
18-Dec-07,69.78,66.67,66.4,1080012
19-Dec-07,70.41,71.33,69.78,614918
20-Dec-07,72.11,70.83,70.41,460499
24-Dec-07,75.19,73.5,72.11,644928
26-Dec-07,78.93,75.5,75.19,1663783
27-Dec-07,79.16,80.83,78.93,1731094
28-Dec-07,79.04,76.88,79.16,828637
31-Dec-07,87.28,79.17,79.04,2314505
01-Jan-08,86.66,88.28,87.28,907640
02-Jan-08,86.85,86.65,86.66,951303
03-Jan-08,90.38,86,86.85,2206125
04-Jan-08,89.57,92.8,90.38,1451566
07-Jan-08,86.73,85.33,89.57,1052766
08-Jan-08,81.82,86.67,86.73,715250
09-Jan-08,77.12,86.65,81.82,927608
10-Jan-08,72.87,76.33,77.12,1019743
11-Jan-08,72.42,73.67,72.87,1246589
14-Jan-08,77.83,71.83,72.42,971274
15-Jan-08,73.55,79,77.83,683791
16-Jan-08,74.06,74,73.55,652148
17-Jan-08,73.88,76.37,74.06,844599
18-Jan-08,73.22,76.58,73.88,475811
21-Jan-08,67.93,73.15,73.22,678208
22-Jan-08,65.48,65,67.93,543393
23-Jan-08,67.03,68.33,65.48,349767
24-Jan-08,66.43,73.67,67.03,501419
25-Jan-08,68.38,65.67,66.43,550382
28-Jan-08,65.43,68.33,68.38,158705
29-Jan-08,63.42,65.83,65.43,337131
30-Jan-08,59.9,63.67,63.42,323981
31-Jan-08,60.26,61.65,59.9,857808
01-Feb-08,64.35,61.65,60.26,271749
04-Feb-08,72.03,65.33,64.35,859321
05-Feb-08,71.83,71.67,72.03,439459
06-Feb-08,71.64,66.92,71.83,229812
07-Feb-08,71.13,71.17,71.64,444490
08-Feb-08,73,72.48,71.13,644252
11-Feb-08,70.43,70.67,73,402234
12-Feb-08,69.68,70.33,70.43,210919
13-Feb-08,69.89,70.83,69.68,268788
14-Feb-08,77.63,70.1,69.89,1327714
15-Feb-08,78.25,75.83,77.63,1209407
18-Feb-08,77.73,78.25,78.25,438424
19-Feb-08,75.36,79,77.73,570626
20-Feb-08,71.77,75.36,75.36,366091
21-Feb-08,69.48,72.82,71.77,318327
22-Feb-08,70.76,68.17,69.48,483853
25-Feb-08,72.38,71.67,70.76,375206
26-Feb-08,76.08,73.33,72.38,477935
27-Feb-08,75.39,77.5,76.08,456728
28-Feb-08,78.04,75.5,75.39,806082
29-Feb-08,77.47,78.17,78.04,1044829
03-Mar-08,77.84,75.22,77.47,1064139
04-Mar-08,72.68,76.67,77.84,580797
05-Mar-08,75.36,70.1,72.68,320431
07-Mar-08,72.66,74.17,75.36,466821
10-Mar-08,72.7,72,72.66,323527
11-Mar-08,74.43,72.33,72.7,406268
12-Mar-08,71.58,75.38,74.43,389470
13-Mar-08,67.99,70.71,71.58,671778
14-Mar-08,68.06,68.33,67.99,879180
17-Mar-08,65.13,67.49,68.06,856828
18-Mar-08,67.33,66.67,65.13,891413
19-Mar-08,64.28,68.33,67.33,745861
24-Mar-08,66.74,64.17,64.28,323602
25-Mar-08,67.84,67.17,66.74,587343
26-Mar-08,68.3,68,67.84,317445
27-Mar-08,68.64,67.45,68.3,648806
28-Mar-08,72.69,68.64,68.64,430162
31-Mar-08,68.09,70,72.69,386650
01-Apr-08,70.46,68.07,68.09,262768
02-Apr-08,69.81,71.79,70.46,160711
03-Apr-08,68.51,69.33,69.81,282458
04-Apr-08,67.57,70.67,68.51,195008
07-Apr-08,66.85,67.33,67.57,348786
08-Apr-08,65.75,67.17,66.85,413113
09-Apr-08,65.98,63.72,65.75,322959
10-Apr-08,64.78,66.67,65.98,811408
11-Apr-08,65.61,64.83,64.78,332549
15-Apr-08,68.42,65.83,65.61,276760
16-Apr-08,66.97,68.33,68.42,173806
17-Apr-08,66.98,67.17,66.97,191145
21-Apr-08,67.1,66.98,66.98,250915
22-Apr-08,66.16,67.5,67.1,149280
23-Apr-08,64.48,65.83,66.16,309328
24-Apr-08,63.77,64.5,64.48,563037
25-Apr-08,65.48,63.33,63.77,852672
28-Apr-08,65.15,65,65.48,615490
29-Apr-08,66.05,65.28,65.15,422370
30-Apr-08,68.23,65.83,66.05,310970
02-May-08,67.68,66.76,68.23,352332
05-May-08,67.15,67.95,67.68,106353
06-May-08,65.83,67.1,67.15,295815
07-May-08,63.87,65.5,65.83,828801
08-May-08,64.18,63.67,63.87,837448
09-May-08,62.51,64.5,64.18,219685
12-May-08,59.57,62.17,62.51,523271
13-May-08,58.13,60,59.57,477875
14-May-08,56.53,58.67,58.13,477064
15-May-08,56.52,59.33,56.53,370390
16-May-08,59.82,56.33,56.52,594048
20-May-08,58.21,59.83,59.82,429390
21-May-08,59.52,58.33,58.21,335804
22-May-08,57.81,58.35,59.52,661188
23-May-08,59.9,58.53,57.81,1118671
26-May-08,57.96,58.35,59.9,710713
27-May-08,58.32,58.33,57.96,296612
28-May-08,59.74,59.5,58.32,201370
29-May-08,59.54,58.73,59.74,1017864
30-May-08,59.48,59.83,59.54,390073
02-Jun-08,58.1,60.4,59.48,298769
03-Jun-08,58.63,58,58.1,564287
04-Jun-08,53.72,59.17,58.63,3253519
05-Jun-08,50.31,53.84,53.72,2417415
06-Jun-08,50.16,51,50.31,907421
09-Jun-08,46.48,48.33,50.16,1082102
10-Jun-08,47.43,44.37,46.48,679091
11-Jun-08,45.54,47.97,47.43,781959
12-Jun-08,44.89,45.5,45.54,568396
13-Jun-08,44.48,44.52,44.89,612253
16-Jun-08,46.17,45,44.48,266967
17-Jun-08,46.7,46,46.17,670214
18-Jun-08,46.43,46.67,46.7,570475
19-Jun-08,44.64,46,46.43,776616
20-Jun-08,44.11,45,44.64,1128638
23-Jun-08,44.28,44.11,44.11,813211
24-Jun-08,43.95,44.17,44.28,1006024
25-Jun-08,44.96,42.56,43.95,779468
26-Jun-08,44.94,45.17,44.96,776281
27-Jun-08,41.29,44.83,44.94,509076
30-Jun-08,37.3,43.71,41.29,601435
01-Jul-08,35.99,38.67,37.3,334499
02-Jul-08,37.41,37.17,35.99,182006
03-Jul-08,37.62,36.67,37.41,361718
04-Jul-08,38.28,37.33,37.62,229780
07-Jul-08,39.73,38,38.28,206446
08-Jul-08,41.94,40,39.73,752694
09-Jul-08,45.32,42.83,41.94,635947
10-Jul-08,46.55,45,45.32,250896
11-Jul-08,42.63,45.83,46.55,853148
14-Jul-08,41.98,42.5,42.63,691808
15-Jul-08,40.83,42.33,41.98,231174
16-Jul-08,41.97,41.67,40.83,249928
17-Jul-08,45.86,43.35,41.97,468972
18-Jul-08,47.4,46.02,45.86,355600
21-Jul-08,46.26,47.67,47.4,294235
22-Jul-08,48.23,46.17,46.26,241953
23-Jul-08,51.44,49.98,48.23,571928
24-Jul-08,52.72,56.5,51.44,691021
25-Jul-08,53.32,52.72,52.72,348629
28-Jul-08,54.32,53.32,53.32,331403
29-Jul-08,51.76,53.33,54.32,663992
30-Jul-08,54.94,51,51.76,739786
31-Jul-08,54.65,54.94,54.94,333418
01-Aug-08,55.88,54.17,54.65,357048
04-Aug-08,54.44,55.5,55.88,1273856
05-Aug-08,55.93,55.18,54.44,3512419
06-Aug-08,55.71,57.69,55.93,1508448
07-Aug-08,54.77,55.03,55.71,447683
08-Aug-08,52.74,54,54.77,601062
11-Aug-08,53.35,53.53,52.74,780977
12-Aug-08,54.44,53.83,53.35,739694
13-Aug-08,53.87,54.17,54.44,514900
14-Aug-08,52.85,53.33,53.87,213129
18-Aug-08,51.43,52.49,52.85,242230
19-Aug-08,52.34,51.3,51.43,155665
20-Aug-08,52.79,51.17,52.34,124107
21-Aug-08,50.03,52.5,52.79,126207
22-Aug-08,48.83,49.69,50.03,402303
25-Aug-08,49.68,50.83,48.83,127220
26-Aug-08,49.76,49.33,49.68,220590
27-Aug-08,49.75,50,49.76,195728
28-Aug-08,47.38,49.17,49.75,503895
29-Aug-08,50.46,48.36,47.38,270245
01-Sep-08,50.32,50,50.46,113738
02-Sep-08,52.96,51.21,50.32,1633426
04-Sep-08,55.06,52.83,52.96,1803168
05-Sep-08,59.78,53.67,55.06,2298892
08-Sep-08,57.77,60,59.78,883848
09-Sep-08,58.93,58.17,57.77,1011893
10-Sep-08,58.23,60,58.93,890680
11-Sep-08,57.99,58.13,58.23,457804
12-Sep-08,57.54,58.39,57.99,735557
15-Sep-08,58.05,57.33,57.54,605364
16-Sep-08,60.3,57.33,58.05,2037111
17-Sep-08,56.04,60,60.3,1100907
18-Sep-08,58.02,55,56.04,803312
19-Sep-08,57.6,58,58.02,1063121
22-Sep-08,56.26,55.83,57.6,270061
23-Sep-08,57.57,55,56.26,634271
24-Sep-08,58.28,56.67,57.57,627882
25-Sep-08,56.88,58.33,58.28,1734490
26-Sep-08,55.84,56.49,56.88,637568
29-Sep-08,56.85,56.5,55.84,1142981
30-Sep-08,60.04,55.67,56.85,1886806
01-Oct-08,60.5,59.67,60.04,1316897
03-Oct-08,62.11,60.33,60.5,1196064
06-Oct-08,63.3,63,62.11,1257783
07-Oct-08,62.33,63.5,63.3,806709
08-Oct-08,57.02,62.33,62.33,1097397
10-Oct-08,56.58,56.67,57.02,707219
13-Oct-08,58.64,56.5,56.58,829325
14-Oct-08,58.08,60,58.64,371002
15-Oct-08,58.63,57.98,58.08,502520
16-Oct-08,58.46,57.06,58.63,881717
17-Oct-08,58.99,58.33,58.46,1417278
20-Oct-08,59.17,59.17,58.99,620451
21-Oct-08,58.75,59.45,59.17,647904
22-Oct-08,53.75,58,58.75,1115354
23-Oct-08,50.4,53.5,53.75,1650026
24-Oct-08,46.93,51,50.4,620667
27-Oct-08,45.49,54.9,46.93,541606
28-Oct-08,47.68,47.5,45.49,54662
29-Oct-08,51.23,47.68,47.68,706024
31-Oct-08,47.85,50.17,51.23,961734
03-Nov-08,50.33,48.33,47.85,415776
04-Nov-08,54.04,51.67,50.33,364505
05-Nov-08,52.77,53.83,54.04,245290
06-Nov-08,51.8,52.32,52.77,648408
07-Nov-08,55.13,52.17,51.8,662157
10-Nov-08,53.36,55.36,55.13,482039
11-Nov-08,50.56,53.33,53.36,498785
12-Nov-08,52.1,50.88,50.56,795346
14-Nov-08,52.25,53.33,52.1,482717
17-Nov-08,54.12,52.5,52.25,922916
18-Nov-08,52.96,54.17,54.12,632774
19-Nov-08,52.62,54.17,52.96,430075
20-Nov-08,51.9,52.17,52.62,386226
21-Nov-08,54.59,51.67,51.9,451513
24-Nov-08,56.11,54.5,54.59,660292
25-Nov-08,55.55,55.5,56.11,378648
26-Nov-08,58.4,55.06,55.55,878320
28-Nov-08,59.2,57.33,58.4,1181390
01-Dec-08,61.03,60,59.2,1120202
02-Dec-08,60.4,60.17,61.03,928407
03-Dec-08,59.7,60.83,60.4,487268
04-Dec-08,60.63,60,59.7,485438
05-Dec-08,56.68,60.17,60.63,824542
08-Dec-08,54.32,56.68,56.68,786216
10-Dec-08,55.87,54.33,54.32,496301
11-Dec-08,53.93,55.33,55.87,545631
12-Dec-08,57.16,53,53.93,1134242
15-Dec-08,57.95,58.33,57.16,564627
16-Dec-08,57.99,57.13,57.95,271208
17-Dec-08,58.16,58.33,57.99,511861
18-Dec-08,61.18,58.33,58.16,1685955
19-Dec-08,64.23,61.67,61.18,1022166
22-Dec-08,60.99,64.21,64.23,689622
23-Dec-08,61.1,61.67,60.99,868239
24-Dec-08,64.22,60.83,61.1,1226174
26-Dec-08,62.4,63.67,64.22,666454
29-Dec-08,63.33,62.67,62.4,651552
30-Dec-08,64.2,63,63.33,704542
31-Dec-08,62.68,64.66,64.2,673939
01-Jan-09,60.02,62.83,62.68,978371
02-Jan-09,60.61,60.83,60.02,609217
05-Jan-09,59.86,60.83,60.61,949640
06-Jan-09,62.24,59.5,59.86,1084618
07-Jan-09,61.31,62.5,62.24,554201
09-Jan-09,63.44,61.33,61.31,917439
12-Jan-09,60.8,63.44,63.44,916467
13-Jan-09,62.57,60,60.8,685278
14-Jan-09,62.38,62.5,62.57,475221
15-Jan-09,62.76,63.34,62.38,559181
16-Jan-09,64.21,63.33,62.76,650985
19-Jan-09,64.1,65,64.21,554143
20-Jan-09,65.47,63.33,64.1,1138705
21-Jan-09,64.72,65,65.47,362989
22-Jan-09,64.18,64.33,64.72,234209
23-Jan-09,61.1,61.71,64.18,622976
27-Jan-09,64.08,65,61.1,519952
28-Jan-09,63.07,64.25,64.08,604669
29-Jan-09,64.93,63.17,63.07,1240117
30-Jan-09,65.33,65.83,64.93,1363563
02-Feb-09,63.64,64.07,65.33,669983
03-Feb-09,64.58,63.94,63.64,526357
04-Feb-09,64.86,64.58,64.58,672123
05-Feb-09,65.04,65.8,64.86,507064
06-Feb-09,65.05,65.53,65.04,656560
09-Feb-09,66.43,65,65.05,652695
10-Feb-09,66.78,66.67,66.43,388584
11-Feb-09,68.42,67.1,66.78,280312
12-Feb-09,67.87,68.75,68.42,576547
13-Feb-09,68.23,68.15,67.87,327086
16-Feb-09,66.19,68.17,68.23,134390
17-Feb-09,65.83,65,66.19,308635
18-Feb-09,69.23,66.17,65.83,674346
19-Feb-09,69.08,69.33,69.23,400836
20-Feb-09,68.78,68.67,69.08,287466
24-Feb-09,68.04,66.83,68.78,211628
25-Feb-09,66.99,68.33,68.04,264487
26-Feb-09,64.31,66.96,66.99,680797
27-Feb-09,63.82,65,64.31,614300
02-Mar-09,62.85,61.75,63.82,309901
03-Mar-09,64.19,62.5,62.85,526690
04-Mar-09,64.53,64.38,64.19,374723
05-Mar-09,62.89,63.92,64.53,174770
06-Mar-09,63.22,62.83,62.89,325969
09-Mar-09,59.01,62.83,63.22,411000
12-Mar-09,59.16,59,59.01,819416
13-Mar-09,57.51,59.33,59.16,490129
16-Mar-09,59.98,58.33,57.51,767573
17-Mar-09,59.1,59.98,59.98,895042
18-Mar-09,56.79,58.67,59.1,874578
19-Mar-09,56.52,56.5,56.79,485885
20-Mar-09,55.49,56.17,56.52,531645
23-Mar-09,56.68,57,55.49,517273
24-Mar-09,58.33,56.67,56.68,1185428
25-Mar-09,58.45,58.15,58.33,534657
26-Mar-09,59.88,58.83,58.45,893062
27-Mar-09,60.69,59.67,59.88,605254
30-Mar-09,61.53,60.67,60.69,596631
31-Mar-09,62.68,61.69,61.53,1423588
01-Apr-09,60.8,63.33,62.68,428832
02-Apr-09,62.15,61.67,60.8,416642
06-Apr-09,62.4,62.73,62.15,849591
08-Apr-09,64.11,61.67,62.4,922060
09-Apr-09,64.05,64.12,64.11,437372
13-Apr-09,61.63,63.33,64.05,1096294
15-Apr-09,61.42,61.75,61.63,1504053
16-Apr-09,64,61.67,61.42,986631
17-Apr-09,64.71,64.17,64,937400
20-Apr-09,64.55,64.67,64.71,489889
21-Apr-09,64.33,65,64.55,303690
22-Apr-09,64.03,64.98,64.33,368222
23-Apr-09,64.01,63.51,64.03,104428
24-Apr-09,63.99,63.39,64.01,194208
27-Apr-09,62.99,64.83,63.99,481188
28-Apr-09,63.85,63,62.99,701695
29-Apr-09,64.61,64.5,63.85,890888
04-May-09,64.08,64.04,64.61,309162
05-May-09,62.05,63.5,64.08,560258
06-May-09,60.99,61.5,62.05,610644
07-May-09,59.86,60.73,60.99,582849
08-May-09,59.7,59.5,59.86,623884
11-May-09,59.07,59.5,59.7,766983
12-May-09,60.11,59.58,59.07,662705
13-May-09,60.36,60.83,60.11,1026413
14-May-09,60.88,60.5,60.36,266991
15-May-09,61.67,61.12,60.88,957230
18-May-09,70.99,69.79,61.67,3950
19-May-09,68.62,73.13,70.99,1450515
20-May-09,67.43,66.67,68.62,960886
21-May-09,74.15,67,67.43,2857084
22-May-09,74.59,74.9,74.15,1665961
25-May-09,77.54,71.78,74.59,1843913
26-May-09,74.26,78.33,77.54,1360662
27-May-09,76.43,75,74.26,773431
28-May-09,74.72,76.4,76.43,1202856
29-May-09,77.45,74.67,74.72,6114836
01-Jun-09,78.61,79.17,77.45,1872764
02-Jun-09,78.5,78.67,78.61,1254238
03-Jun-09,76.73,79.33,78.5,1380055
04-Jun-09,76.75,76.67,76.73,1123360
05-Jun-09,78.7,77,76.75,1629507
08-Jun-09,77.21,80.77,78.7,1286365
09-Jun-09,74.72,75.83,77.21,2350494
10-Jun-09,74.63,77.48,74.72,1670986
11-Jun-09,70.97,76.48,74.63,1392153
12-Jun-09,69.44,72.17,70.97,945079
15-Jun-09,71.47,69.18,69.44,1040475
16-Jun-09,74.66,72.28,71.47,904717
17-Jun-09,72.7,74.18,74.66,573274
18-Jun-09,70.96,72.35,72.7,935468
19-Jun-09,70.46,80.78,70.96,579267
22-Jun-09,70.03,70.85,70.46,740440
23-Jun-09,70.54,69.83,70.03,567515
24-Jun-09,71.41,70.83,70.54,334692
25-Jun-09,69.2,72.25,71.41,1513185
26-Jun-09,70.23,69.67,69.2,434997
29-Jun-09,71.13,70.8,70.23,538439
30-Jun-09,71.68,71.28,71.13,678590
01-Jul-09,75.88,69.32,71.68,984479
02-Jul-09,75.73,76.77,75.88,1515874
03-Jul-09,76.65,75.48,75.73,819046
06-Jul-09,74.18,76.67,76.65,929688
07-Jul-09,74.23,74,74.18,425676
08-Jul-09,77.54,73.77,74.23,820463
09-Jul-09,78.76,78.33,77.54,789602
10-Jul-09,75.38,79.52,78.76,556525
13-Jul-09,74.42,71.32,75.38,320436
14-Jul-09,75.18,74.17,74.42,504795
15-Jul-09,76.94,75.33,75.18,373640
16-Jul-09,76.54,78.09,76.94,236944
17-Jul-09,76.56,76.67,76.54,379499
20-Jul-09,76.03,76,76.56,551893
21-Jul-09,75.03,75.67,76.03,606386
22-Jul-09,73.46,75.5,75.03,1170573
