Date,Open,Close,Prev Close,Volume
10-Oct-03,19.799999,19.4,19.6,10378501
13-Oct-03,19.700001,18.549999,19.4,7194153
14-Oct-03,18,17.450001,18.549999,7436314
15-Oct-03,17.299999,17.4,17.450001,3649267
16-Oct-03,17.75,18.299999,17.4,6520329
17-Oct-03,18.799999,18.450001,18.299999,5866217
20-Oct-03,18.9,18.200001,18.450001,4967247
21-Oct-03,18.5,17.85,18.200001,3777809
22-Oct-03,18.200001,17.950001,17.85,2817219
23-Oct-03,18,17.799999,17.950001,1943792
24-Oct-03,17.9,17.950001,17.799999,1864828
27-Oct-03,18.299999,17.9,17.950001,2204414
28-Oct-03,18.1,18.35,17.9,7430106
29-Oct-03,19,18.700001,18.35,4206938
30-Oct-03,18.65,18.950001,18.700001,3987553
31-Oct-03,19,19.4,18.950001,6365872
03-Nov-03,19.6,19.049999,19.4,5515282
04-Nov-03,19.15,18.85,19.049999,2997424
05-Nov-03,18.950001,18.549999,18.85,2177301
06-Nov-03,18.700001,18.549999,18.549999,1568619
07-Nov-03,18.5,18.35,18.549999,1937177
10-Nov-03,18.6,18.4,18.35,1050553
11-Nov-03,18.450001,18.450001,18.4,2161950
12-Nov-03,18.549999,18.5,18.450001,2013373
13-Nov-03,18.700001,18.299999,18.5,1382656
14-Nov-03,18.25,17.9,18.299999,2396364
17-Nov-03,18,17.799999,17.9,1258302
18-Nov-03,18.200001,17.549999,17.799999,2486799
19-Nov-03,17.6,17.549999,17.549999,1530779
20-Nov-03,17.549999,17.450001,17.549999,1140882
21-Nov-03,15.75,17.15,17.450001,1785724
24-Nov-03,17.4,17.35,17.15,1398106
25-Nov-03,17.5,17.4,17.35,1313107
27-Nov-03,17.4,17.4,17.4,1317267
28-Nov-03,17.5,17.4,17.4,1308349
01-Dec-03,17.4,17.4,17.4,1629373
02-Dec-03,17.5,17.25,17.4,1963388
03-Dec-03,17.700001,17.6,17.25,2514251
04-Dec-03,17.549999,17.9,17.6,3388108
05-Dec-03,18,17.85,17.9,2574455
08-Dec-03,17.700001,17.6,17.85,1812828
09-Dec-03,17.799999,17.799999,17.6,1690400
10-Dec-03,17.950001,17.65,17.799999,1531444
11-Dec-03,17.799999,17.65,17.65,2006542
12-Dec-03,17.75,17.85,17.65,2866241
15-Dec-03,18,17.9,17.85,1521786
16-Dec-03,17.9,17.85,17.9,1266418
17-Dec-03,17.049999,17.75,17.85,1798745
18-Dec-03,17.85,17.65,17.75,1343990
19-Dec-03,17.85,17.75,17.65,1943930
22-Dec-03,17.9,19,17.75,7465297
23-Dec-03,19.4,18.85,19,7743968
24-Dec-03,18.9,19.049999,18.85,3580493
26-Dec-03,19.4,19.299999,19.049999,3840067
29-Dec-03,19.5,20.15,19.299999,7397688
30-Dec-03,20.4,19.75,20.15,5722587
31-Dec-03,19.299999,20.25,19.75,6965740
01-Jan-04,20.6,22.950001,20.25,25023631
02-Jan-04,23.299999,24.65,22.950001,22242859
05-Jan-04,25.65,24.85,24.65,14773826
06-Jan-04,25,23.15,24.85,8896847
07-Jan-04,23,22.6,23.15,5868533
08-Jan-04,22.700001,23.950001,22.6,6339637
09-Jan-04,26,23.75,23.950001,4787780
12-Jan-04,24,23.950001,23.75,6236392
13-Jan-04,24,24.049999,23.950001,4266435
14-Jan-04,24.450001,24.5,24.049999,5077681
15-Jan-04,25,24.6,24.5,7803712
16-Jan-04,24.9,23.65,24.6,4084173
19-Jan-04,24.5,24,23.65,4864178
20-Jan-04,24.450001,23.950001,24,4320284
21-Jan-04,24,22.049999,23.950001,7617515
22-Jan-04,22,21.200001,22.049999,5627887
23-Jan-04,21.75,22.4,21.200001,5128339
27-Jan-04,23,23.950001,22.4,5811023
28-Jan-04,24,23.549999,23.950001,5150227
29-Jan-04,23.75,23.9,23.549999,4095709
30-Jan-04,24.1,22.9,23.9,2629681
03-Feb-04,23.1,20.799999,22.9,3023811
04-Feb-04,21,21.85,20.799999,3503780
05-Feb-04,21.799999,22.25,21.85,4624123
06-Feb-04,22.25,22.450001,22.25,3460143
