Date,Open,Close,Prev Close,Volume
07-Apr-10,204,201.274994,203.175,7656100
08-Apr-10,200,207.149994,201.274994,16736458
09-Apr-10,207.5,205.300003,207.149994,3160216
12-Apr-10,205.899994,200.675003,205.300003,1546928
13-Apr-10,200,200.100006,200.675003,1673172
15-Apr-10,202,198.975006,200.100006,1256608
16-Apr-10,198.949997,200.050003,198.975006,791808
19-Apr-10,198.5,195.449997,200.050003,684288
20-Apr-10,196,196.350006,195.449997,364116
21-Apr-10,197,201.324997,196.350006,1821970
22-Apr-10,200,200.550003,201.324997,750496
23-Apr-10,200.800003,198.175003,200.550003,488752
26-Apr-10,201.050003,200.975006,198.175003,864868
27-Apr-10,201.5,197.25,200.975006,365768
28-Apr-10,202.75,192.475006,197.25,242528
29-Apr-10,193.5,198.475006,192.475006,447320
30-Apr-10,199,199.324997,198.475006,475910
03-May-10,197.399994,199.774994,199.324997,441704
04-May-10,199.5,196.574997,199.774994,347874
05-May-10,194.5,198.225006,196.574997,274078
06-May-10,198.949997,193.225006,198.225006,200326
07-May-10,191.5,188.074997,193.225006,190912
10-May-10,192.5,193.625,188.074997,135854
11-May-10,194.449997,191.149994,193.625,109142
12-May-10,191,189.925003,191.149994,168864
13-May-10,190.125,190.800003,189.925003,127534
14-May-10,189.524994,190,190.800003,120790
17-May-10,188.5,189.149994,190,97132
18-May-10,187.600006,193.274994,189.149994,272212
19-May-10,192.5,189.024994,193.274994,208592
20-May-10,190,189.074997,189.024994,103062
21-May-10,187.550003,189.925003,189.074997,128022
24-May-10,191.425003,189.149994,189.925003,77542
25-May-10,186.550003,183.425003,189.149994,293074
26-May-10,184.25,184.75,183.425003,84496
27-May-10,185.625,185.399994,184.75,102590
28-May-10,186.475006,189.600006,185.399994,97224
31-May-10,189.25,193.399994,189.600006,75504
01-Jun-10,191.5,193.375,193.399994,115420
02-Jun-10,193.949997,194.274994,193.375,90578
03-Jun-10,195.324997,194.199997,194.274994,39566
04-Jun-10,194.574997,196.300003,194.199997,89442
07-Jun-10,189.024994,190.75,196.300003,32608
08-Jun-10,190.5,190.899994,190.75,70572
09-Jun-10,191.5,190.175003,190.899994,38654
10-Jun-10,191.125,190.25,190.175003,22610
11-Jun-10,190.5,190.975006,190.25,39572
14-Jun-10,191.725006,190.5,190.975006,34250
15-Jun-10,186.5,199.800003,190.5,314850
16-Jun-10,200.75,203.899994,199.800003,396364
17-Jun-10,204,204.75,203.899994,424138
18-Jun-10,204.375,197.800003,204.75,139330
21-Jun-10,198.949997,198.949997,197.800003,84366
22-Jun-10,198.925003,198.625,198.949997,53442
23-Jun-10,196,202.300003,198.625,195800
24-Jun-10,203.125,205.975006,202.300003,262240
25-Jun-10,205,201.524994,205.975006,67394
28-Jun-10,201.800003,204.524994,201.524994,195094
29-Jun-10,204.899994,206.975006,204.524994,518378
30-Jun-10,207.524994,206,206.975006,99226
01-Jul-10,207.225006,214.925003,206,1301982
02-Jul-10,217.399994,237.274994,214.925003,7076174
05-Jul-10,237.5,237.350006,237.274994,3958272
06-Jul-10,238.875,235.600006,237.350006,1131000
07-Jul-10,237,230.800003,235.600006,915876
08-Jul-10,232.550003,233.725006,230.800003,421152
09-Jul-10,235,246.225006,233.725006,4044740
12-Jul-10,230.5,242.100006,246.225006,1341082
13-Jul-10,241.725006,248.850006,242.100006,1737808
14-Jul-10,250.5,239.774994,248.850006,446020
15-Jul-10,241.5,241.375,239.774994,591562
